Date,Transaction_ID,Product_Name,Category,Quantity,Unit_Price,Gross_Revenue,Discount_Applied,Net_Revenue,Net_Profit
2026-07-07,TXN-807755,Workstation Pro Setup,Electronics,2,850,1700,130.64,1569.3600000000001,800.3300000000002
2026-03-20,TXN-437913,Enterprise Server Suite,Electronics,7,1200,8400,669.62,7730.38,3738.1
2026-02-26,TXN-581719,Workstation Pro Setup,Electronics,12,850,10200,1404.35,8795.65,4618.5
2026-06-05,TXN-848736,Cybersecurity Firewall V4,Software,7,600,4200,179.67,4020.33,1696.5
2026-02-16,TXN-888443,Workstation Pro Setup,Electronics,3,850,2550,12.98,2537.02,1194.52
2026-06-12,TXN-897552,AI Analytics API Token,SaaS,35,250,8750,692.76,8057.24,3873.9399999999996
2026-02-07,TXN-607365,Cybersecurity Firewall V4,Software,8,600,4800,525.01,4274.99,2378.7
2026-03-06,TXN-928791,Workstation Pro Setup,Electronics,1,850,850,23.89,826.11,415.44
2026-03-29,TXN-863034,AI Analytics API Token,SaaS,7,250,1750,168.7,1581.3,827.27
2026-06-23,TXN-572890,AI Analytics API Token,SaaS,31,250,7750,124.02,7625.98,4539.969999999999
2026-05-05,TXN-253124,Cybersecurity Firewall V4,Software,14,600,8400,327.72,8072.28,3494.5199999999995
2026-06-19,TXN-302747,Workstation Pro Setup,Electronics,5,850,4250,402.91,3847.09,1966.5300000000002
2026-07-20,TXN-433299,Enterprise Server Suite,Electronics,13,1200,15600,1124.78,14475.22,5902.5999999999985
2026-05-25,TXN-102352,Cybersecurity Firewall V4,Software,6,600,3600,584.72,3015.2799999999997,1716.2099999999998
2026-05-21,TXN-150098,Cloud Workspace Pro,SaaS,49,45,2205,252.0,1953.0,846.1800000000001
2026-05-11,TXN-230544,Cloud Workspace Pro,SaaS,38,45,1710,66.52,1643.48,922.12
2026-03-26,TXN-568466,Workstation Pro Setup,Electronics,5,850,4250,821.45,3428.55,1674.7000000000003
2026-05-09,TXN-557569,Workstation Pro Setup,Electronics,8,850,6800,1359.61,5440.39,3100.4500000000003
2026-05-19,TXN-943601,Workstation Pro Setup,Electronics,3,850,2550,399.02,2150.98,974.5799999999999
2026-04-14,TXN-607732,Enterprise Server Suite,Electronics,8,1200,9600,1489.59,8110.41,4539.7
2026-01-08,TXN-306846,Workstation Pro Setup,Electronics,5,850,4250,404.21,3845.79,1889.8
2026-03-05,TXN-512811,AI Analytics API Token,SaaS,38,250,9500,686.04,8813.96,4348.129999999999
2026-05-29,TXN-670387,AI Analytics API Token,SaaS,43,250,10750,134.18,10615.82,4683.25
2026-06-18,TXN-989497,Cloud Workspace Pro,SaaS,16,45,720,104.72,615.28,252.36999999999995
2026-02-17,TXN-964950,Workstation Pro Setup,Electronics,12,850,10200,1539.43,8660.57,4344.259999999999
2026-08-16,TXN-282170,AI Analytics API Token,SaaS,37,250,9250,520.51,8729.49,4467.36
2026-07-22,TXN-213613,Enterprise Server Suite,Electronics,3,1200,3600,519.55,3080.45,1314.9999999999998
2026-08-07,TXN-283043,Cloud Workspace Pro,SaaS,32,45,1440,178.74,1261.26,563.9
2026-05-15,TXN-968467,Cybersecurity Firewall V4,Software,3,600,1800,108.26,1691.74,978.07
2026-06-22,TXN-966450,Enterprise Server Suite,Electronics,1,1200,1200,254.09,945.91,398.5899999999999
2026-03-04,TXN-585662,AI Analytics API Token,SaaS,9,250,2250,114.85,2135.15,1013.52
2026-07-27,TXN-742613,Cloud Workspace Pro,SaaS,36,45,1620,225.81,1394.19,828.0
2026-05-18,TXN-939319,Cloud Workspace Pro,SaaS,25,45,1125,60.53,1064.47,467.4200000000001
2026-02-04,TXN-372647,Enterprise Server Suite,Electronics,14,1200,16800,37.23,16762.77,6712.41
2026-01-26,TXN-428768,Enterprise Server Suite,Electronics,8,1200,9600,707.09,8892.91,5310.29
2026-02-05,TXN-142727,Enterprise Server Suite,Electronics,5,1200,6000,1110.71,4889.29,2793.89
2026-05-16,TXN-456898,Cybersecurity Firewall V4,Software,12,600,7200,1422.45,5777.55,2581.28
2026-07-13,TXN-632893,Enterprise Server Suite,Electronics,2,1200,2400,46.59,2353.41,1220.2199999999998
2026-08-11,TXN-685676,AI Analytics API Token,SaaS,39,250,9750,535.4,9214.6,4363.870000000001
2026-06-22,TXN-122031,Cloud Workspace Pro,SaaS,49,45,2205,315.9,1889.1,936.0199999999999
2026-03-07,TXN-861019,Enterprise Server Suite,Electronics,7,1200,8400,1768.36,6631.64,3657.7100000000005
2026-03-07,TXN-987291,Cloud Workspace Pro,SaaS,30,45,1350,81.58,1268.42,686.1400000000001
2026-02-03,TXN-335062,AI Analytics API Token,SaaS,12,250,3000,87.75,2912.25,1658.63
2026-01-27,TXN-508808,Cybersecurity Firewall V4,Software,7,600,4200,600.31,3599.69,1997.0900000000001
2026-06-07,TXN-582616,Cybersecurity Firewall V4,Software,13,600,7800,1412.17,6387.83,3375.5699999999997
2026-01-25,TXN-836265,Enterprise Server Suite,Electronics,7,1200,8400,1056.48,7343.52,3746.1500000000005
2026-08-16,TXN-467003,Workstation Pro Setup,Electronics,4,850,3400,464.18,2935.82,1619.44
2026-04-20,TXN-745822,Workstation Pro Setup,Electronics,5,850,4250,683.36,3566.64,1745.87
2026-01-04,TXN-587030,Cybersecurity Firewall V4,Software,11,600,6600,1535.19,5064.8099999999995,2763.9599999999996
2026-06-08,TXN-369160,Cloud Workspace Pro,SaaS,22,45,990,122.33,867.67,395.35999999999996
2026-07-23,TXN-937393,Enterprise Server Suite,Electronics,9,1200,10800,0.36,10799.64,5375.78
2026-04-06,TXN-266277,Enterprise Server Suite,Electronics,7,1200,8400,1224.86,7175.14,3634.9700000000003
2026-03-10,TXN-334104,Workstation Pro Setup,Electronics,9,850,7650,126.55,7523.45,3113.37
2026-03-06,TXN-236643,AI Analytics API Token,SaaS,23,250,5750,324.87,5425.13,2314.85
2026-04-10,TXN-599909,Cloud Workspace Pro,SaaS,19,45,855,120.94,734.06,378.41999999999996
2026-04-22,TXN-794489,Workstation Pro Setup,Electronics,3,850,2550,45.54,2504.46,1158.55
2026-06-06,TXN-958286,Enterprise Server Suite,Electronics,12,1200,14400,2277.76,12122.24,5566.88
2026-01-23,TXN-611511,Cybersecurity Firewall V4,Software,5,600,3000,787.96,2212.04,1246.35
2026-04-18,TXN-826728,AI Analytics API Token,SaaS,21,250,5250,354.96,4895.04,2012.8600000000001
2026-01-21,TXN-408112,Workstation Pro Setup,Electronics,3,850,2550,323.51,2226.49,890.8299999999997
2026-04-11,TXN-730527,Workstation Pro Setup,Electronics,9,850,7650,728.23,6921.77,3999.4300000000003
2026-07-25,TXN-102257,AI Analytics API Token,SaaS,48,250,12000,3.46,11996.54,5137.02
2026-08-17,TXN-645096,Cybersecurity Firewall V4,Software,4,600,2400,612.25,1787.75,996.85
2026-06-15,TXN-469836,AI Analytics API Token,SaaS,26,250,6500,140.23,6359.77,2953.7100000000005
2026-08-25,TXN-409521,Cloud Workspace Pro,SaaS,13,45,585,11.99,573.01,269.13
2026-01-03,TXN-409735,Workstation Pro Setup,Electronics,6,850,5100,657.73,4442.27,2314.3100000000004
2026-02-23,TXN-609452,Enterprise Server Suite,Electronics,4,1200,4800,102.41,4697.59,2778.15
2026-02-26,TXN-157134,Enterprise Server Suite,Electronics,6,1200,7200,1407.63,5792.37,2845.44
2026-02-22,TXN-274037,Cloud Workspace Pro,SaaS,17,45,765,43.5,721.5,384.22
2026-03-22,TXN-807173,Workstation Pro Setup,Electronics,14,850,11900,984.47,10915.53,5473.340000000001
2026-01-17,TXN-983096,Workstation Pro Setup,Electronics,6,850,5100,272.01,4827.99,2196.87
2026-08-16,TXN-381755,Cloud Workspace Pro,SaaS,30,45,1350,137.2,1212.8,652.03
2026-01-16,TXN-787605,Enterprise Server Suite,Electronics,8,1200,9600,315.64,9284.36,3979.040000000001
2026-06-30,TXN-980006,Cloud Workspace Pro,SaaS,34,45,1530,84.39,1445.61,814.8199999999999
2026-08-12,TXN-938387,Cybersecurity Firewall V4,Software,9,600,5400,1252.49,4147.51,2058.86
2026-02-26,TXN-549763,Workstation Pro Setup,Electronics,11,850,9350,1239.82,8110.18,3976.6100000000006
2026-04-21,TXN-914038,AI Analytics API Token,SaaS,13,250,3250,177.76,3072.24,1333.4999999999998
2026-08-05,TXN-849468,Cybersecurity Firewall V4,Software,6,600,3600,164.51,3435.49,1443.2799999999997
2026-08-21,TXN-727835,Cybersecurity Firewall V4,Software,2,600,1200,217.19,982.81,496.62999999999994
2026-08-03,TXN-723222,Workstation Pro Setup,Electronics,10,850,8500,989.75,7510.25,3018.8100000000004
2026-05-13,TXN-411573,Workstation Pro Setup,Electronics,2,850,1700,219.16,1480.84,722.2699999999999
2026-08-21,TXN-439384,Enterprise Server Suite,Electronics,11,1200,13200,2394.57,10805.43,5143.96
2026-01-26,TXN-993388,Enterprise Server Suite,Electronics,10,1200,12000,945.44,11054.56,6021.999999999999
2026-06-30,TXN-656718,Workstation Pro Setup,Electronics,12,850,10200,1311.35,8888.65,3893.4799999999996
2026-02-21,TXN-922513,Workstation Pro Setup,Electronics,9,850,7650,1361.92,6288.08,2882.81
2026-01-26,TXN-802922,Enterprise Server Suite,Electronics,2,1200,2400,4.7,2395.3,1134.9300000000003
2026-02-23,TXN-184703,Enterprise Server Suite,Electronics,2,1200,2400,181.15,2218.85,993.56
2026-03-02,TXN-931037,Cloud Workspace Pro,SaaS,25,45,1125,162.39,962.61,458.03000000000003
2026-03-27,TXN-953725,Cloud Workspace Pro,SaaS,18,45,810,66.41,743.59,381.79
2026-01-03,TXN-717632,Cybersecurity Firewall V4,Software,8,600,4800,301.23,4498.77,2654.2900000000004
2026-07-28,TXN-865419,AI Analytics API Token,SaaS,17,250,4250,224.07,4025.93,2100.04
2026-03-11,TXN-327135,Enterprise Server Suite,Electronics,4,1200,4800,1141.72,3658.2799999999997,1467.1
2026-07-06,TXN-336562,Cloud Workspace Pro,SaaS,16,45,720,28.03,691.97,354.70000000000005
2026-08-03,TXN-911804,Cloud Workspace Pro,SaaS,30,45,1350,2.87,1347.13,584.8200000000002
2026-02-28,TXN-168431,Cybersecurity Firewall V4,Software,2,600,1200,251.39,948.61,494.19
2026-07-13,TXN-398335,Cloud Workspace Pro,SaaS,12,45,540,13.1,526.9,265.88
2026-08-16,TXN-718071,Enterprise Server Suite,Electronics,11,1200,13200,2199.78,11000.22,6242.19
2026-03-27,TXN-511236,Cybersecurity Firewall V4,Software,6,600,3600,651.31,2948.69,1276.54
2026-08-08,TXN-687515,Workstation Pro Setup,Electronics,10,850,8500,1368.08,7131.92,4213.46
2026-04-14,TXN-967482,Cloud Workspace Pro,SaaS,12,45,540,65.47,474.53,260.63
2026-05-01,TXN-168323,Cybersecurity Firewall V4,Software,3,600,1800,483.11,1316.8899999999999,790.0199999999999
2026-01-09,TXN-192764,AI Analytics API Token,SaaS,38,250,9500,943.59,8556.41,5056.99
2026-03-12,TXN-468226,Enterprise Server Suite,Electronics,3,1200,3600,353.21,3246.79,1458.29
2026-04-23,TXN-206611,AI Analytics API Token,SaaS,30,250,7500,267.84,7232.16,3200.16
2026-04-03,TXN-806673,Workstation Pro Setup,Electronics,5,850,4250,304.79,3945.21,1849.02
2026-01-01,TXN-523177,Cloud Workspace Pro,SaaS,30,45,1350,185.94,1164.06,674.73
2026-02-28,TXN-842800,AI Analytics API Token,SaaS,45,250,11250,43.8,11206.2,6642.990000000001
2026-01-22,TXN-811935,Cloud Workspace Pro,SaaS,49,45,2205,74.38,2130.62,1094.55
2026-05-19,TXN-208946,AI Analytics API Token,SaaS,25,250,6250,322.94,5927.06,2656.7700000000004
2026-04-19,TXN-369956,Workstation Pro Setup,Electronics,7,850,5950,1063.97,4886.03,2006.7399999999998
2026-05-29,TXN-487699,Workstation Pro Setup,Electronics,7,850,5950,566.84,5383.16,2694.23
2026-04-19,TXN-313606,Cybersecurity Firewall V4,Software,8,600,4800,268.04,4531.96,2418.65
2026-02-15,TXN-575406,Workstation Pro Setup,Electronics,14,850,11900,169.36,11730.64,6876.48
2026-08-15,TXN-669383,Cybersecurity Firewall V4,Software,1,600,600,73.69,526.31,230.42999999999995
2026-07-10,TXN-571017,Cybersecurity Firewall V4,Software,4,600,2400,499.41,1900.59,847.24
2026-01-04,TXN-107415,AI Analytics API Token,SaaS,38,250,9500,832.09,8667.91,4266.18
2026-04-26,TXN-268616,Cybersecurity Firewall V4,Software,5,600,3000,352.64,2647.36,1298.95
2026-02-26,TXN-863529,Cybersecurity Firewall V4,Software,9,600,5400,99.36,5300.64,2796.4300000000003
2026-06-17,TXN-714741,Cybersecurity Firewall V4,Software,13,600,7800,1023.71,6776.29,2869.44
2026-02-16,TXN-145475,Workstation Pro Setup,Electronics,12,850,10200,632.57,9567.43,4340.31
2026-08-27,TXN-292029,Enterprise Server Suite,Electronics,5,1200,6000,1138.6,4861.4,2324.1099999999997
2026-07-09,TXN-582488,Cybersecurity Firewall V4,Software,9,600,5400,409.56,4990.44,2723.3399999999997
2026-05-06,TXN-653172,AI Analytics API Token,SaaS,40,250,10000,984.86,9015.14,4049.1499999999996
2026-02-23,TXN-372158,Cybersecurity Firewall V4,Software,8,600,4800,951.86,3848.14,2248.5
2026-06-19,TXN-239784,Cloud Workspace Pro,SaaS,36,45,1620,40.66,1579.34,701.03
2026-07-28,TXN-843859,AI Analytics API Token,SaaS,36,250,9000,38.18,8961.82,4901.53
2026-04-21,TXN-884192,Enterprise Server Suite,Electronics,11,1200,13200,2504.72,10695.28,6197.880000000001
2026-07-10,TXN-588535,Enterprise Server Suite,Electronics,3,1200,3600,332.35,3267.65,1350.9
2026-07-13,TXN-657564,AI Analytics API Token,SaaS,10,250,2500,230.25,2269.75,1046.54
2026-05-06,TXN-446184,Enterprise Server Suite,Electronics,1,1200,1200,9.26,1190.74,702.09
2026-05-21,TXN-403664,Workstation Pro Setup,Electronics,4,850,3400,106.98,3293.02,1897.52
2026-03-17,TXN-437369,Cybersecurity Firewall V4,Software,7,600,4200,692.13,3507.87,1885.84
2026-01-15,TXN-658963,Workstation Pro Setup,Electronics,4,850,3400,261.36,3138.64,1867.37
2026-06-12,TXN-572963,Cloud Workspace Pro,SaaS,37,45,1665,242.32,1422.68,729.08
2026-08-04,TXN-990023,AI Analytics API Token,SaaS,33,250,8250,674.13,7575.87,3717.58
2026-03-24,TXN-461447,Cybersecurity Firewall V4,Software,1,600,600,55.59,544.41,274.14
2026-01-13,TXN-363625,AI Analytics API Token,SaaS,23,250,5750,228.02,5521.98,3167.7199999999993
2026-03-30,TXN-119477,Workstation Pro Setup,Electronics,4,850,3400,425.02,2974.98,1596.64
2026-04-25,TXN-505105,Enterprise Server Suite,Electronics,5,1200,6000,106.34,5893.66,3167.41
2026-01-16,TXN-730752,AI Analytics API Token,SaaS,22,250,5500,136.13,5363.87,3043.66
2026-04-23,TXN-247595,Workstation Pro Setup,Electronics,14,850,11900,929.82,10970.18,6162.110000000001
2026-05-25,TXN-363031,Enterprise Server Suite,Electronics,5,1200,6000,1099.05,4900.95,2544.06
2026-02-28,TXN-317813,Enterprise Server Suite,Electronics,14,1200,16800,352.46,16447.54,8771.600000000002
2026-07-16,TXN-597952,AI Analytics API Token,SaaS,6,250,1500,30.81,1469.19,769.4300000000001
2026-05-21,TXN-619570,Workstation Pro Setup,Electronics,6,850,5100,748.16,4351.84,2509.9800000000005
2026-05-08,TXN-573918,Cybersecurity Firewall V4,Software,8,600,4800,1426.12,3373.88,1804.8500000000001
2026-07-21,TXN-329577,Enterprise Server Suite,Electronics,9,1200,10800,31.0,10769.0,5491.94
2026-01-17,TXN-424264,Cloud Workspace Pro,SaaS,10,45,450,36.98,413.02,166.95
2026-07-16,TXN-843088,Cloud Workspace Pro,SaaS,30,45,1350,117.89,1232.11,688.8899999999999
2026-07-23,TXN-466081,AI Analytics API Token,SaaS,7,250,1750,35.93,1714.07,862.8499999999999
2026-05-04,TXN-422854,Cloud Workspace Pro,SaaS,42,45,1890,274.58,1615.42,774.23
2026-08-07,TXN-819979,Cybersecurity Firewall V4,Software,6,600,3600,73.8,3526.2,1812.1999999999998
2026-05-27,TXN-868917,Workstation Pro Setup,Electronics,3,850,2550,330.74,2219.26,1212.8700000000003
2026-03-08,TXN-361445,AI Analytics API Token,SaaS,14,250,3500,157.74,3342.26,1556.1200000000001
2026-08-21,TXN-140387,AI Analytics API Token,SaaS,40,250,10000,249.52,9750.48,5846.349999999999
2026-03-06,TXN-934874,AI Analytics API Token,SaaS,30,250,7500,336.81,7163.19,3420.7699999999995
2026-05-30,TXN-184381,AI Analytics API Token,SaaS,25,250,6250,126.65,6123.35,2954.4100000000003
2026-01-25,TXN-838096,Cybersecurity Firewall V4,Software,12,600,7200,1355.37,5844.63,3056.02
2026-05-17,TXN-967564,Workstation Pro Setup,Electronics,3,850,2550,488.37,2061.63,1072.4500000000003
2026-02-15,TXN-471344,Cloud Workspace Pro,SaaS,36,45,1620,163.41,1456.59,589.3299999999999
2026-03-15,TXN-500890,Cloud Workspace Pro,SaaS,31,45,1395,90.73,1304.27,758.4
2026-03-26,TXN-233498,Enterprise Server Suite,Electronics,12,1200,14400,3100.75,11299.25,4932.68
2026-03-14,TXN-104138,AI Analytics API Token,SaaS,30,250,7500,747.2,6752.8,3742.17
2026-05-01,TXN-896710,Enterprise Server Suite,Electronics,10,1200,12000,2102.6,9897.4,5534.58
2026-04-23,TXN-989855,Cybersecurity Firewall V4,Software,7,600,4200,63.02,4136.98,1727.9999999999995
2026-03-04,TXN-252353,Enterprise Server Suite,Electronics,9,1200,10800,42.7,10757.3,6288.409999999999
2026-02-09,TXN-429231,AI Analytics API Token,SaaS,7,250,1750,37.69,1712.31,822.9
2026-03-23,TXN-500826,Cloud Workspace Pro,SaaS,22,45,990,119.56,870.44,378.99000000000007
2026-03-04,TXN-983520,Cybersecurity Firewall V4,Software,8,600,4800,288.41,4511.59,2150.42
2026-04-30,TXN-582376,AI Analytics API Token,SaaS,12,250,3000,20.54,2979.46,1566.53
2026-05-14,TXN-453973,AI Analytics API Token,SaaS,29,250,7250,241.86,7008.14,2992.2000000000003
2026-02-06,TXN-616540,Enterprise Server Suite,Electronics,2,1200,2400,472.43,1927.57,981.39
2026-02-27,TXN-754587,AI Analytics API Token,SaaS,42,250,10500,448.98,10051.02,5141.01
2026-04-17,TXN-897183,Cybersecurity Firewall V4,Software,12,600,7200,905.88,6294.12,3146.96
2026-05-19,TXN-201948,Cloud Workspace Pro,SaaS,17,45,765,34.55,730.45,364.84000000000003
2026-04-17,TXN-113261,Workstation Pro Setup,Electronics,12,850,10200,215.0,9985.0,4464.41
2026-06-15,TXN-387644,Cloud Workspace Pro,SaaS,5,45,225,31.19,193.81,111.95
2026-05-13,TXN-557666,Enterprise Server Suite,Electronics,10,1200,12000,2827.59,9172.41,4133.5
2026-04-19,TXN-102187,Workstation Pro Setup,Electronics,3,850,2550,56.32,2493.68,1351.9799999999998
2026-07-07,TXN-226270,AI Analytics API Token,SaaS,46,250,11500,615.89,10884.11,5753.59
2026-05-02,TXN-865791,Workstation Pro Setup,Electronics,8,850,6800,1073.44,5726.5599999999995,3083.4099999999994
2026-05-13,TXN-971206,Workstation Pro Setup,Electronics,14,850,11900,843.53,11056.47,5515.78
2026-03-21,TXN-737938,Enterprise Server Suite,Electronics,1,1200,1200,30.77,1169.23,609.7
2026-04-19,TXN-885833,AI Analytics API Token,SaaS,43,250,10750,208.4,10541.6,4514.3
2026-03-28,TXN-106968,Enterprise Server Suite,Electronics,12,1200,14400,3091.55,11308.45,5092.52
2026-05-07,TXN-123199,Enterprise Server Suite,Electronics,13,1200,15600,1790.84,13809.16,7150.12
2026-02-15,TXN-870644,Workstation Pro Setup,Electronics,7,850,5950,511.23,5438.77,2457.6400000000003
2026-07-13,TXN-571797,Cybersecurity Firewall V4,Software,6,600,3600,852.59,2747.41,1485.37
2026-02-02,TXN-451181,Enterprise Server Suite,Electronics,14,1200,16800,696.14,16103.86,6793.07
2026-05-02,TXN-886086,Cloud Workspace Pro,SaaS,40,45,1800,31.97,1768.03,985.89
2026-02-16,TXN-798730,AI Analytics API Token,SaaS,19,250,4750,355.96,4394.04,2133.82
2026-05-17,TXN-858761,Enterprise Server Suite,Electronics,14,1200,16800,3660.17,13139.83,6099.57
2026-07-12,TXN-406081,Cybersecurity Firewall V4,Software,2,600,1200,117.92,1082.08,530.9399999999999
2026-04-03,TXN-661446,Cybersecurity Firewall V4,Software,1,600,600,89.23,510.77,211.14
2026-05-08,TXN-817104,Cloud Workspace Pro,SaaS,21,45,945,29.24,915.76,477.69
2026-07-14,TXN-243888,Cloud Workspace Pro,SaaS,43,45,1935,121.69,1813.31,1081.4099999999999
2026-06-20,TXN-136468,Enterprise Server Suite,Electronics,11,1200,13200,1565.04,11634.96,5676.279999999999
2026-08-23,TXN-151831,Cloud Workspace Pro,SaaS,20,45,900,1.35,898.65,409.16999999999996
2026-02-25,TXN-912395,Enterprise Server Suite,Electronics,13,1200,15600,3203.41,12396.59,5347.08
2026-06-28,TXN-218696,Enterprise Server Suite,Electronics,7,1200,8400,947.72,7452.28,4197.959999999999
2026-06-22,TXN-404359,AI Analytics API Token,SaaS,15,250,3750,28.39,3721.61,1944.3000000000002
2026-05-26,TXN-102763,AI Analytics API Token,SaaS,6,250,1500,10.05,1489.95,632.5300000000001
2026-08-27,TXN-635352,Enterprise Server Suite,Electronics,8,1200,9600,2323.36,7276.639999999999,4269.109999999999
2026-02-18,TXN-626670,Cybersecurity Firewall V4,Software,2,600,1200,135.17,1064.83,467.7099999999999
2026-01-20,TXN-870050,Cybersecurity Firewall V4,Software,11,600,6600,84.82,6515.18,3327.4500000000003
2026-07-01,TXN-492670,AI Analytics API Token,SaaS,8,250,2000,92.85,1907.15,868.6200000000001
2026-04-17,TXN-540880,AI Analytics API Token,SaaS,34,250,8500,185.02,8314.98,3888.6099999999997
2026-05-17,TXN-416463,Workstation Pro Setup,Electronics,12,850,10200,194.56,10005.44,5795.790000000001
2026-06-02,TXN-431119,Workstation Pro Setup,Electronics,8,850,6800,579.46,6220.54,3050.5099999999998
2026-06-22,TXN-534219,Cloud Workspace Pro,SaaS,21,45,945,2.07,942.93,526.68
2026-01-29,TXN-658981,AI Analytics API Token,SaaS,11,250,2750,182.18,2567.82,1362.5000000000002
2026-06-06,TXN-347572,Cloud Workspace Pro,SaaS,21,45,945,36.6,908.4,435.04999999999995
2026-03-05,TXN-184811,Cloud Workspace Pro,SaaS,40,45,1800,230.2,1569.8,771.8199999999999
2026-06-19,TXN-641287,Cybersecurity Firewall V4,Software,13,600,7800,1667.9,6132.1,3205.6000000000004
2026-02-28,TXN-631147,Enterprise Server Suite,Electronics,8,1200,9600,1439.45,8160.55,3490.24
2026-05-18,TXN-577697,Workstation Pro Setup,Electronics,11,850,9350,351.41,8998.59,5260.63
2026-06-27,TXN-524671,Workstation Pro Setup,Electronics,3,850,2550,419.13,2130.87,997.4599999999998
2026-04-23,TXN-310048,Enterprise Server Suite,Electronics,3,1200,3600,845.16,2754.84,1302.2800000000002
2026-08-10,TXN-821818,Cybersecurity Firewall V4,Software,12,600,7200,1000.33,6199.67,3374.53
2026-04-10,TXN-517247,Cloud Workspace Pro,SaaS,43,45,1935,225.46,1709.54,744.8
2026-01-23,TXN-915495,Workstation Pro Setup,Electronics,10,850,8500,1188.21,7311.79,3848.42
2026-01-01,TXN-564462,Cybersecurity Firewall V4,Software,6,600,3600,36.37,3563.63,1511.56
2026-01-05,TXN-228216,Workstation Pro Setup,Electronics,8,850,6800,1167.04,5632.96,2496.78
2026-02-25,TXN-202476,AI Analytics API Token,SaaS,44,250,11000,809.85,10190.15,5224.65
2026-08-18,TXN-317980,Cloud Workspace Pro,SaaS,6,45,270,30.29,239.71,104.86000000000001
2026-02-07,TXN-436986,AI Analytics API Token,SaaS,24,250,6000,541.86,5458.14,2255.7700000000004
2026-08-12,TXN-604158,Cybersecurity Firewall V4,Software,10,600,6000,10.29,5989.71,3035.79
2026-05-23,TXN-423258,Cybersecurity Firewall V4,Software,13,600,7800,304.39,7495.61,4463.75
2026-05-29,TXN-893076,AI Analytics API Token,SaaS,15,250,3750,5.14,3744.86,2186.83
2026-02-04,TXN-791967,Cloud Workspace Pro,SaaS,36,45,1620,75.08,1544.92,885.97
2026-08-23,TXN-196393,Cloud Workspace Pro,SaaS,39,45,1755,247.04,1507.96,779.6700000000001
2026-03-24,TXN-766282,Enterprise Server Suite,Electronics,4,1200,4800,1188.81,3611.19,1620.17
2026-07-13,TXN-111094,Cloud Workspace Pro,SaaS,47,45,2115,183.64,1931.3600000000001,938.8400000000001
2026-06-01,TXN-301604,AI Analytics API Token,SaaS,38,250,9500,324.81,9175.19,4536.81
2026-02-20,TXN-152691,Cybersecurity Firewall V4,Software,12,600,7200,1067.36,6132.64,2623.4900000000002
2026-06-15,TXN-643898,Enterprise Server Suite,Electronics,14,1200,16800,224.06,16575.94,8437.929999999998
2026-02-24,TXN-922614,Cloud Workspace Pro,SaaS,27,45,1215,168.59,1046.41,495.6500000000001
2026-06-18,TXN-962034,AI Analytics API Token,SaaS,29,250,7250,470.26,6779.74,3694.5699999999997
2026-03-06,TXN-503157,Workstation Pro Setup,Electronics,1,850,850,30.49,819.51,376.13
2026-06-24,TXN-497745,Enterprise Server Suite,Electronics,13,1200,15600,3700.1,11899.9,6995.7
2026-04-22,TXN-265159,Enterprise Server Suite,Electronics,7,1200,8400,360.01,8039.99,4094.64
2026-04-28,TXN-812793,Workstation Pro Setup,Electronics,14,850,11900,2166.31,9733.69,4596.1900000000005
2026-04-04,TXN-808387,Cybersecurity Firewall V4,Software,13,600,7800,1367.73,6432.27,2786.7300000000005
2026-07-01,TXN-114995,Cloud Workspace Pro,SaaS,15,45,675,60.03,614.97,325.33000000000004
2026-01-08,TXN-544755,Cybersecurity Firewall V4,Software,8,600,4800,332.34,4467.66,1862.4099999999999
2026-04-26,TXN-547415,AI Analytics API Token,SaaS,11,250,2750,137.93,2612.07,1057.2700000000002
2026-06-25,TXN-819778,AI Analytics API Token,SaaS,27,250,6750,193.4,6556.6,2881.4400000000005
2026-06-28,TXN-508376,Workstation Pro Setup,Electronics,5,850,4250,762.76,3487.24,1658.0899999999997
2026-01-08,TXN-490452,Cybersecurity Firewall V4,Software,14,600,8400,322.4,8077.6,4285.16
2026-04-29,TXN-715324,Workstation Pro Setup,Electronics,1,850,850,113.78,736.22,310.41
2026-05-27,TXN-605633,AI Analytics API Token,SaaS,38,250,9500,67.48,9432.52,5261.85
2026-01-20,TXN-352388,Cloud Workspace Pro,SaaS,42,45,1890,267.17,1622.83,949.41
2026-03-25,TXN-285639,AI Analytics API Token,SaaS,41,250,10250,778.27,9471.73,3849.7599999999993
2026-08-24,TXN-969001,AI Analytics API Token,SaaS,12,250,3000,65.91,2934.09,1748.41
2026-02-08,TXN-235203,Workstation Pro Setup,Electronics,1,850,850,60.13,789.87,426.14
2026-04-11,TXN-374597,Cloud Workspace Pro,SaaS,26,45,1170,157.64,1012.36,450.14
2026-05-07,TXN-503551,Cloud Workspace Pro,SaaS,35,45,1575,71.45,1503.55,732.7099999999999
2026-07-09,TXN-814647,Cybersecurity Firewall V4,Software,6,600,3600,843.0,2757.0,1486.78
2026-04-09,TXN-578454,Workstation Pro Setup,Electronics,12,850,10200,995.18,9204.82,5371.43
2026-08-11,TXN-324021,Cloud Workspace Pro,SaaS,46,45,2070,87.54,1982.46,1045.23
2026-05-21,TXN-711726,Enterprise Server Suite,Electronics,2,1200,2400,400.33,1999.67,889.03
2026-04-16,TXN-951161,Cybersecurity Firewall V4,Software,1,600,600,137.73,462.27,190.41999999999996
2026-08-07,TXN-136683,Cybersecurity Firewall V4,Software,2,600,1200,169.51,1030.49,483.08000000000004
